Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
Brazil,Latin America,University of São Paulo,Master,Healthcare & Medicine,0.3060703874865941,0.954018946296039,1.1856534662001446,-0.7556546017150834,Healthcare,Medical Doctor,Clinical Research,Diagnostics,Patient Care,-0.4886571472113344,0.39384190625885057,0.5798548405129713,0.3060703874865941
South Korea,Asia-Pacific,KAIST,PhD,Social Sciences,0.3060703874865941,-0.44884182838067754,-0.43210468686566805,-0.3081832077125709,Government/NGO,Sociologist,Public Policy,Qualitative Research,Data Analysis,0.3271959368591081,-0.025099741319838362,-0.0521231359647325,0.3060703874865941
Singapore,Asia-Pacific,NTU,Master,Natural Sciences,0.3060703874865941,0.1953289355014875,0.6513480211508843,0.6194217258400828,Research/Academia,Physicist,Statistical Analysis,Laboratory Skills,Experimental Design,-0.21670611918785357,0.43342694382534097,1.0713932666622965,0.3060703874865941
USA,North America,Stanford,Master,Natural Sciences,0.9314331173191107,-2.0377963792900173,-2.4505919237184233,0.8447905301187205,Research/Academia,Environmental Scientist,Scientific Writing,Statistical Analysis,Laboratory Skills,0.9390857499119399,0.895252382101061,-0.7543208876066256,0.9314331173191107
Switzerland,Europe,EPFL,Bachelor,Healthcare & Medicine,1.5567958471516272,0.20964384136553682,-0.1501101464230028,1.3053267823402845,Healthcare,Biomedical Researcher,Diagnostics,Clinical Research,Patient Care,1.6869510769765121,1.6407705896032945,-0.0521231359647325,1.5567958471516272
Argentina,Latin America,University of Buenos Aires,Master,Data Science & AI,0.9314331173191107,1.4836704632658175,1.4231225528887033,-1.0920747008556584,Technology/Consulting,Machine Learning Engineer,Deep Learning,Data Visualization,NLP,2.0948776190117333,0.779796022532131,-0.33300223662148976,0.9314331173191107
Switzerland,Europe,ETH Zurich,PhD,Healthcare & Medicine,0.3060703874865941,0.6677208290150768,0.7403989286590954,2.931901630612191,Healthcare,Public Health Specialist,Medical Coding,Diagnostics,Clinical Research,-0.01274284817024294,0.5884683409607611,-1.8778372902336546,0.3060703874865941
UK,Europe,Oxford,Bachelor,Business & Finance,-1.5700178020109556,-0.9928082512145054,-0.7734664989804719,-0.34084535326019955,Finance/Consulting,Investment Banker,Market Research,Strategic Planning,Financial Modeling,-0.5566449042172046,-0.7277341581250408,1.422492142483243,-1.5700178020109556
Israel,Middle East & Africa,Technion,PhD,Social Sciences,-0.9446550721784391,0.6390910172869801,0.799766200331234,0.44304613988288805,Government/NGO,Economist,Data Analysis,Communication,Qualitative Research,-0.7606081752348152,-0.8464892708245118,0.7202943908413499,-0.9446550721784391
Sweden,Europe,KTH Royal Institute of Technology,Master,Engineering,0.9314331173191107,-0.34863748733234035,-0.3282119614394229,0.34179348868523923,Manufacturing/Construction,Mechanical Engineer,Project Management,SolidWorks,Lean Six Sigma,-0.5566449042172046,1.4131566235959756,0.01809663919945681,0.9314331173191107
China,Asia-Pacific,Tsinghua University,PhD,Computer Science,1.5567958471516272,-0.11959899350756935,-0.2391610539312139,0.5410325765257741,Technology,Cybersecurity Analyst,Cybersecurity,Python,React,1.6869510769765121,1.6473680958643764,0.3691955150204034,1.5567958471516272
UAE,Middle East & Africa,Khalifa University,Bachelor,Data Science & AI,-0.3192923423459225,-0.19117352282780992,-0.506313776455843,0.17521654639233314,Technology/Consulting,NLP Specialist,Deep Learning,Machine Learning,Big Data,1.0750612639236803,-1.1565720650953522,-0.5436615621140577,-0.3192923423459225
India,Asia-Pacific,IIT Delhi,Bachelor,Business & Finance,-1.5700178020109556,-1.522459768184286,-1.0554610394231372,-1.4088975126676564,Finance/Consulting,Investment Banker,Data Analysis,Financial Modeling,Strategic Planning,-0.21670611918785357,-1.1565720650953522,-0.9649802130991936,-1.5700178020109556
Sweden,Europe,Karolinska Institute,Master,Data Science & AI,1.5567958471516272,0.22395874722958412,0.5177716598885709,0.6553500859424743,Technology/Consulting,AI Consultant,Data Visualization,Deep Learning,Big Data,1.3470122919471612,1.6473680958643764,-1.5969581895768974,1.5567958471516272
USA,North America,Georgia Tech,PhD,Healthcare & Medicine,-1.5700178020109556,0.6390910172869801,0.710715292823025,1.6123509504879938,Healthcare,Pharmacist,Clinical Research,Patient Care,Medical Coding,-1.1005469602641662,-1.1565720650953522,-1.2458593137559508,-1.5700178020109556
UAE,Middle East & Africa,Khalifa University,PhD,Social Sciences,-0.3192923423459225,-0.10528408764352205,0.2506189373639397,0.3842542778971565,Government/NGO,Policy Analyst,Public Policy,Data Analysis,Communication,-0.28469387619372377,-0.9685431366545234,-1.8076175150694653,-0.3192923423459225
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Computer Science,-0.6319737072621808,0.767925170063412,1.4231225528887033,0.054366607866107135,Technology,Data Scientist,Python,Cloud Computing,Java,1.1430490209295505,-0.7376304175166635,0.5798548405129713,-0.6319737072621808
USA,North America,Harvard,Master,Business & Finance,-0.6319737072621808,-0.563361075293062,-0.4617883227017384,0.5932920094019799,Finance/Consulting,Management Consultant,Financial Modeling,Excel,Data Analysis,-1.304510231281777,-1.0543107180485856,-0.26278246145730044,-0.6319737072621808
Argentina,Latin America,University of Buenos Aires,Master,Healthcare & Medicine,0.3060703874865941,-0.7065101339335431,-0.31337014352138876,-1.0104193369865868,Healthcare,Biomedical Researcher,Patient Care,Diagnostics,Clinical Research,-0.8965836892465556,-0.12406233523606408,1.2118328169906751,0.3060703874865941
South Korea,Asia-Pacific,Seoul National University,PhD,Natural Sciences,1.244114482235369,0.5102568645105463,0.8146080182492703,0.32546241591142494,Research/Academia,Environmental Scientist,Scientific Writing,Laboratory Skills,Experimental Design,1.550975562964772,1.5022229581205784,-0.19256268629311113,1.244114482235369
Mexico,Latin America,UNAM,PhD,Social Sciences,-0.3192923423459225,0.49594195864649904,0.3396698448721508,-1.2292557121556988,Government/NGO,Human Resources Specialist,Communication,Data Analysis,Public Policy,-0.9645714462524259,-1.0411157055264222,-2.0884966157262226,-0.3192923423459225
Brazil,Latin America,University of São Paulo,Master,Social Sciences,-1.2573364370946973,-1.9948516616978733,-2.005337386177374,-1.3990988690033679,Government/NGO,Sociologist,Data Analysis,Public Policy,Communication,-0.35268163319959395,-1.07080448370129,1.7735910183041896,-1.2573364370946973
Israel,Middle East & Africa,Hebrew University of Jerusalem,PhD,Natural Sciences,1.5567958471516272,0.46731214691840245,0.7255571107410592,0.952575610425895,Research/Academia,Physicist,Scientific Writing,Statistical Analysis,Laboratory Skills,-0.8965836892465556,1.6473680958643764,-0.0521231359647325,1.5567958471516272
France,Europe,Ecole Polytechnique,Bachelor,Data Science & AI,-0.6319737072621808,-0.3915822049244843,-0.43210468686566805,-0.34084535326019955,Technology/Consulting,AI Consultant,Machine Learning,Deep Learning,R,0.5991469648825889,-0.9751406429156051,-0.33300223662148976,-0.6319737072621808
France,Europe,PSL University,Bachelor,Data Science & AI,-1.5700178020109556,0.3384779941419686,-0.17979378225907316,-0.255923774836365,Technology/Consulting,NLP Specialist,NLP,R,Deep Learning,0.19122042284736768,-1.1565720650953522,0.3691955150204034,-1.5700178020109556
South Africa,Middle East & Africa,University of Cape Town,PhD,Computer Science,0.3060703874865941,1.1544276283927113,1.4231225528887033,-0.6250060195245688,Technology,Cloud Architect,Cloud Computing,Cybersecurity,Java,0.4631714508708485,0.6775346754853644,-0.4734417869498684,0.3060703874865941
UK,Europe,Imperial College London,PhD,Healthcare & Medicine,1.5567958471516272,0.7822400759274613,0.6068225673967799,2.036958842607166,Healthcare,Pharmacist,Clinical Research,Medical Coding,Patient Care,0.7351224788943294,1.5022229581205784,-0.8947604379350043,1.5567958471516272
Japan,Asia-Pacific,University of Tokyo,Bachelor,Computer Science,0.6187517524028524,0.581831393830787,1.052077104937829,-0.3343129241506738,Technology,Cybersecurity Analyst,DevOps,Python,Cloud Computing,-0.08073060517611315,0.664339662963201,0.6500746156771606,0.6187517524028524
USA,North America,UC Berkeley,Bachelor,Healthcare & Medicine,-0.0066109774296642075,1.5409300867220108,1.4231225528887033,0.5247015037519597,Healthcare,Public Health Specialist,Diagnostics,Clinical Research,Medical Coding,-0.4886571472113344,0.19261796529585826,0.08831641436364612,-0.0066109774296642075
USA,North America,UC Berkeley,Master,Engineering,0.3060703874865941,-0.2770629580120998,-0.43210468686566805,0.7729338099139375,Manufacturing/Construction,Mechanical Engineer,AutoCAD,Lean Six Sigma,Project Management,-0.692620418228945,0.1530329277293681,1.422492142483243,0.3060703874865941
Canada,North America,University of Toronto,Master,Social Sciences,-0.3192923423459225,-0.36295239319638767,-0.31337014352138876,-0.8111802491460521,Government/NGO,Human Resources Specialist,Communication,Qualitative Research,Data Analysis,-1.6444490163111278,-0.9421531116101965,0.509635065348782,-0.3192923423459225
Canada,North America,McGill University,PhD,Computer Science,0.3060703874865941,-0.8639740984380716,-0.43210468686566805,1.484968582852242,Technology,Cybersecurity Analyst,Cloud Computing,React,DevOps,0.5991469648825889,0.5554808096553525,0.7905141660055393,0.3060703874865941
Canada,North America,UBC,Bachelor,Computer Science,-0.6319737072621808,1.0828530990724707,1.052077104937829,-0.2526575602816022,Technology,Software Engineer,Python,SQL,Java,-0.692620418228945,-0.8003067269969397,-0.824540662770815,-0.6319737072621808
Singapore,Asia-Pacific,NTU,Bachelor,Engineering,-1.2573364370946973,-1.10732749812689,-1.0257774035870668,-0.31798185137685947,Manufacturing/Construction,Mechanical Engineer,Project Management,MATLAB,SolidWorks,-0.9645714462524259,-0.9025680740437063,-1.4565186392485188,-1.2573364370946973
Canada,North America,University of Toronto,Bachelor,Computer Science,-0.3192923423459225,0.5245717703745957,1.1559698303640742,-0.17100219641253056,Technology,Cloud Architect,Python,Cloud Computing,React,0.7351224788943294,-0.8135017395191032,0.01809663919945681,-0.3192923423459225
Mexico,Latin America,UNAM,Bachelor,Healthcare & Medicine,0.6187517524028524,0.4386823351903058,0.443562570298396,-1.3631705089009762,Healthcare,Biomedical Researcher,Clinical Research,Diagnostics,Patient Care,0.3271959368591081,1.1096713355862167,0.3691955150204034,0.6187517524028524
Israel,Middle East & Africa,Hebrew University of Jerusalem,PhD,Computer Science,0.9314331173191107,0.35279290000601793,0.28030257320001006,2.0140953407238262,Technology,Cybersecurity Analyst,Cybersecurity,Java,SQL,0.8710979929060697,1.0898788168029712,-0.40322201178567907,0.9314331173191107
Mexico,Latin America,UNAM,PhD,Business & Finance,-0.6319737072621808,-1.0643827805347459,-1.040619221505101,-0.909166685788938,Finance/Consulting,Investment Banker,Financial Modeling,Excel,Strategic Planning,-0.21670611918785357,-1.1565720650953522,2.124689894125136,-0.6319737072621808
Australia,Asia-Pacific,University of Melbourne,PhD,Social Sciences,-0.6319737072621808,-1.8373876971933427,-1.81239375324292,0.2438070520423533,Government/NGO,Policy Analyst,Public Policy,Data Analysis,Qualitative Research,-0.6246326612230748,-1.0048294210904727,1.0011734914981072,-0.6319737072621808
UK,Europe,Cambridge,Master,Natural Sciences,0.3060703874865941,-0.4345269225166282,-0.26884468976728426,0.04783417875658141,Research/Academia,Biologist,Statistical Analysis,Experimental Design,Laboratory Skills,-0.35268163319959395,0.9150449008843059,-1.5969581895768974,0.3060703874865941
Switzerland,Europe,EPFL,Master,Social Sciences,0.6187517524028524,-0.5919908870211587,-0.3282119614394229,0.7272068061472573,Government/NGO,Economist,Qualitative Research,Communication,Public Policy,-0.692620418228945,0.08375911198801006,0.15853618952783544,0.6187517524028524
France,Europe,Ecole Polytechnique,Master,Natural Sciences,1.244114482235369,0.4243674293262585,0.11704257610162624,0.021704462318478484,Research/Academia,Physicist,Statistical Analysis,Experimental Design,Laboratory Skills,0.9390857499119399,1.6473680958643764,-0.40322201178567907,1.244114482235369
South Korea,Asia-Pacific,Seoul National University,PhD,Data Science & AI,1.244114482235369,0.7536102641993647,0.8294498361673044,0.8480567446734834,Technology/Consulting,NLP Specialist,NLP,Machine Learning,Deep Learning,1.8909143479941228,1.1228663481083798,1.633151467975811,1.244114482235369
USA,North America,Stanford,Bachelor,Business & Finance,-0.9446550721784391,-2.0664261910181136,-1.7678682994888153,-0.10241169076251039,Finance/Consulting,Marketing Manager,Excel,Financial Modeling,Strategic Planning,-2.32432658636983,-1.024621939873718,2.124689894125136,-0.9446550721784391
Japan,Asia-Pacific,University of Tokyo,PhD,Computer Science,-0.0066109774296642075,0.23827365309363346,0.28030257320001006,0.6847460169353401,Technology,Cybersecurity Analyst,DevOps,Java,React,0.9390857499119399,0.05077158068260149,0.6500746156771606,-0.0066109774296642075
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Business & Finance,-0.3192923423459225,0.3814227117341146,0.5177716598885709,-0.18733326918634488,Finance/Consulting,Marketing Manager,Excel,Financial Modeling,Data Analysis,-0.01274284817024294,-1.0938957556150761,1.3522723673190538,-0.3192923423459225
Brazil,Latin America,University of São Paulo,Bachelor,Business & Finance,-0.9446550721784391,-0.6206206987492533,-0.8773592244067172,-1.3860340107843163,Finance/Consulting,Marketing Manager,Market Research,Excel,Data Analysis,-1.4404857452935174,-0.8794768021299203,-0.4734417869498684,-0.9446550721784391
Israel,Middle East & Africa,Technion,PhD,Computer Science,1.5567958471516272,0.581831393830787,0.8591334720033748,1.922641333190466,Technology,Software Engineer,Java,Python,SQL,1.2110367779354207,1.6077830582978858,0.01809663919945681,1.5567958471516272
USA,North America,Georgia Tech,Master,Engineering,-1.2573364370946973,-1.6942386385528616,-1.6046083023904316,0.11969089896136444,Manufacturing/Construction,Civil Engineer,Lean Six Sigma,AutoCAD,Project Management,-1.4404857452935174,-0.8168004926496439,1.0011734914981072,-1.2573364370946973
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Computer Science,-0.6319737072621808,1.8988027333232136,1.4231225528887033,0.6553500859424743,Technology,Cybersecurity Analyst,React,SQL,Cloud Computing,1.1430490209295505,-1.0872982493539942,2.124689894125136,-0.6319737072621808
Germany,Europe,TU Munich,Master,Social Sciences,-0.3192923423459225,-0.6349356046133026,-0.4914719585378088,0.03803553509229281,Government/NGO,Policy Analyst,Communication,Data Analysis,Public Policy,0.3951836938649783,-1.0147256804820954,-0.6841011124424363,-0.3192923423459225
Switzerland,Europe,EPFL,PhD,Data Science & AI,-0.6319737072621808,1.0971680049365202,1.245020737872283,2.931901630612191,Technology/Consulting,Data Analyst,Deep Learning,R,Machine Learning,0.12323266584149747,-1.1565720650953522,0.22875596469202475,-0.6319737072621808
France,Europe,Ecole Polytechnique,Bachelor,Computer Science,1.5567958471516272,0.4529972410543551,0.9333425615935496,0.20787869193996178,Technology,Software Engineer,DevOps,SQL,Cloud Computing,1.1430490209295505,1.3009990171575863,-0.12234291112892182,1.5567958471516272
France,Europe,PSL University,Bachelor,Social Sciences,-1.5700178020109556,-0.2770629580120998,-0.4617883227017384,-0.9810234059937211,Government/NGO,Human Resources Specialist,Communication,Qualitative Research,Public Policy,-0.14871836218198337,-0.6683566017753054,-0.0521231359647325,-1.5700178020109556
Netherlands,Europe,TU Delft,Bachelor,Natural Sciences,-1.5700178020109556,-1.5797193916404773,-1.2632464902756255,-0.5433506556554971,Research/Academia,Chemist,Scientific Writing,Laboratory Skills,Experimental Design,-0.35268163319959395,-0.8497880239550525,-0.0521231359647325,-1.5700178020109556
