Country,University_Name,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),High_Employability,Region_Europe,Region_Latin America,Region_Middle East & Africa,Region_North America,Degree_Level_Master,Degree_Level_PhD,Field_of_Study_Computer Science,Field_of_Study_Data Science & AI,Field_of_Study_Engineering,Field_of_Study_Healthcare & Medicine,Field_of_Study_Natural Sciences,Field_of_Study_Social Sciences,Top_Industry_Government/NGO,Top_Industry_Healthcare,Top_Industry_Manufacturing/Construction,Top_Industry_Research/Academia,Top_Industry_Technology,Top_Industry_Technology/Consulting
China,Fudan University,2021,82.0,83.0,64300,Public Health Specialist,Diagnostics,Clinical Research,Patient Care,62,56.1,75,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
UAE,Khalifa University,2025,98.8,100.0,131500,AI Consultant,Machine Learning,Deep Learning,NLP,98,73.7,56,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2023,88.6,93.5,65000,Pharmacist,Clinical Research,Medical Coding,Diagnostics,67,70.6,56,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
UAE,Khalifa University,2017,85.5,93.2,98200,Biomedical Researcher,Clinical Research,Patient Care,Diagnostics,50,7.6,93,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Israel,Technion,2020,87.4,90.2,108600,Pharmacist,Diagnostics,Medical Coding,Clinical Research,59,44.3,81,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Canada,McGill University,2015,68.8,75.0,66600,Management Consultant,Market Research,Excel,Strategic Planning,44,7.1,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,MIT,2019,91.4,98.1,104400,Mechanical Engineer,Project Management,Lean Six Sigma,SolidWorks,58,16.8,47,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
France,Ecole Polytechnique,2015,72.1,75.7,65900,Mechanical Engineer,Lean Six Sigma,MATLAB,AutoCAD,51,10.5,72,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Canada,McGill University,2017,94.0,99.5,57400,NLP Specialist,Data Visualization,R,Big Data,81,5.0,74,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
USA,Stanford,2024,78.0,84.1,62200,Physicist,Statistical Analysis,Experimental Design,Scientific Writing,68,71.5,70,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
China,Peking University,2021,97.0,100.0,43600,Pharmacist,Clinical Research,Patient Care,Diagnostics,73,44.7,62,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
UK,Imperial College London,2025,97.4,100.0,114400,Public Health Specialist,Clinical Research,Diagnostics,Medical Coding,76,86.2,40,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Israel,Hebrew University of Jerusalem,2025,74.1,79.2,60300,Chemist,Statistical Analysis,Laboratory Skills,Experimental Design,58,90.0,68,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Switzerland,EPFL,2015,86.3,93.2,120600,Management Consultant,Financial Modeling,Data Analysis,Excel,49,6.1,43,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
UK,Oxford,2024,88.2,93.4,89900,Data Analyst,R,Data Visualization,NLP,84,86.9,60,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
South Africa,University of Cape Town,2023,85.9,91.6,23400,Human Resources Specialist,Public Policy,Qualitative Research,Data Analysis,65,64.0,60,1,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,Georgia Tech,2018,78.5,85.1,82100,Management Consultant,Market Research,Excel,Data Analysis,53,5.0,96,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Singapore,NTU,2025,74.2,78.3,98200,Robotics Engineer,MATLAB,Lean Six Sigma,AutoCAD,71,90.0,53,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
South Africa,University of Cape Town,2025,90.0,93.7,56900,Mechanical Engineer,AutoCAD,SolidWorks,Lean Six Sigma,67,79.6,66,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Netherlands,University of Amsterdam,2016,94.5,100.0,70600,Pharmacist,Clinical Research,Medical Coding,Diagnostics,44,5.0,69,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Canada,McGill University,2021,94.2,98.6,117600,NLP Specialist,Deep Learning,Machine Learning,Big Data,83,65.2,75,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
India,IIT Delhi,2015,77.5,82.2,16300,Mechanical Engineer,MATLAB,Lean Six Sigma,AutoCAD,66,9.1,69,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
South Africa,University of Cape Town,2020,85.5,94.4,26900,Financial Analyst,Financial Modeling,Excel,Strategic Planning,64,40.8,70,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,UC Berkeley,2019,83.7,89.0,46900,Chemist,Experimental Design,Laboratory Skills,Scientific Writing,62,6.4,64,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
USA,MIT,2024,95.1,99.4,91200,Data Analyst,Deep Learning,Big Data,R,100,84.3,50,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Canada,UBC,2015,79.7,80.4,85400,Marketing Manager,Data Analysis,Financial Modeling,Strategic Planning,65,13.5,77,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mexico,UNAM,2022,86.1,90.1,41400,Biomedical Researcher,Diagnostics,Patient Care,Clinical Research,72,49.5,40,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Canada,McGill University,2020,82.3,87.6,98600,Management Consultant,Financial Modeling,Data Analysis,Market Research,67,46.4,73,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
USA,Stanford,2016,75.4,81.4,110200,Management Consultant,Strategic Planning,Market Research,Financial Modeling,58,5.0,47,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
China,Fudan University,2015,89.7,96.2,49100,Cloud Architect,DevOps,SQL,Python,63,5.7,60,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Japan,University of Tokyo,2018,80.1,84.7,54000,Financial Analyst,Excel,Financial Modeling,Strategic Planning,54,16.5,58,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Canada,University of Toronto,2024,84.1,88.7,118800,Investment Banker,Financial Modeling,Market Research,Data Analysis,93,69.4,64,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mexico,UNAM,2022,94.8,100.0,18200,Cybersecurity Analyst,Python,Cloud Computing,Cybersecurity,100,72.2,67,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
USA,MIT,2019,84.6,93.7,117000,Software Engineer,SQL,DevOps,React,82,7.5,89,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Israel,Technion,2025,85.0,89.7,96300,Environmental Scientist,Laboratory Skills,Statistical Analysis,Scientific Writing,76,89.4,48,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Argentina,University of Buenos Aires,2025,86.5,91.4,20000,Economist,Public Policy,Qualitative Research,Communication,77,79.5,69,1,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
USA,MIT,2016,86.7,91.8,73900,Sociologist,Qualitative Research,Communication,Public Policy,58,15.4,80,1,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
South Korea,KAIST,2022,88.0,93.0,89300,Medical Doctor,Patient Care,Clinical Research,Medical Coding,58,56.6,64,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
USA,Harvard,2023,73.2,76.9,123300,Financial Analyst,Excel,Market Research,Data Analysis,67,56.5,70,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Netherlands,University of Amsterdam,2019,98.1,100.0,112500,Machine Learning Engineer,R,Machine Learning,Deep Learning,81,15.8,59,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Switzerland,ETH Zurich,2018,77.6,84.9,114000,AI Consultant,Deep Learning,NLP,Machine Learning,91,7.2,66,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Sweden,Karolinska Institute,2022,84.9,92.2,69800,Sociologist,Communication,Data Analysis,Qualitative Research,46,64.1,65,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Mexico,UNAM,2015,82.3,86.9,19500,Financial Analyst,Data Analysis,Strategic Planning,Financial Modeling,48,8.9,84,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Netherlands,TU Delft,2020,81.1,83.6,60800,Financial Analyst,Data Analysis,Strategic Planning,Market Research,56,49.0,70,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Canada,University of Toronto,2015,98.8,100.0,64100,AI Consultant,Big Data,Machine Learning,Deep Learning,70,7.4,40,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Brazil,University of São Paulo,2018,88.4,94.2,24400,Data Scientist,Java,Cloud Computing,SQL,74,8.4,43,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Singapore,NUS,2023,83.6,92.1,73900,Physicist,Statistical Analysis,Laboratory Skills,Scientific Writing,65,73.3,84,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
France,PSL University,2025,81.8,85.4,48600,Biologist,Statistical Analysis,Experimental Design,Laboratory Skills,78,90.0,74,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
France,Ecole Polytechnique,2020,93.5,100.0,58300,Machine Learning Engineer,NLP,Deep Learning,Data Visualization,69,36.6,73,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
USA,Stanford,2023,77.2,77.2,80600,Robotics Engineer,SolidWorks,MATLAB,Project Management,79,77.6,43,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
UK,Cambridge,2017,99.0,100.0,94100,AI Consultant,R,Deep Learning,Machine Learning,83,9.1,71,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Switzerland,EPFL,2016,85.6,88.9,57100,Economist,Data Analysis,Communication,Public Policy,43,15.1,69,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Israel,Hebrew University of Jerusalem,2022,87.9,92.8,102000,Pharmacist,Patient Care,Diagnostics,Medical Coding,54,60.1,47,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Mexico,UNAM,2025,75.8,82.2,38400,Financial Analyst,Market Research,Financial Modeling,Data Analysis,77,72.7,90,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Netherlands,TU Delft,2019,81.5,85.2,80600,Civil Engineer,SolidWorks,Lean Six Sigma,MATLAB,86,5.0,70,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Japan,University of Tokyo,2016,86.7,92.4,38600,Chemist,Scientific Writing,Statistical Analysis,Experimental Design,47,5.2,64,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
UAE,Khalifa University,2020,93.2,97.1,103400,Pharmacist,Diagnostics,Patient Care,Medical Coding,45,52.6,62,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Mexico,UNAM,2021,90.4,95.5,25700,Data Analyst,Machine Learning,Deep Learning,Data Visualization,64,53.3,54,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Singapore,NUS,2019,93.9,98.1,96800,Cloud Architect,SQL,Cybersecurity,React,70,9.5,79,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Canada,University of Toronto,2016,88.9,94.0,57700,Data Scientist,Cloud Computing,Python,Cybersecurity,65,8.3,40,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
India,IISc Bangalore,2019,92.7,96.2,35000,Data Analyst,NLP,R,Deep Learning,96,10.4,54,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
South Africa,University of Cape Town,2020,93.2,99.0,45700,NLP Specialist,Data Visualization,NLP,Machine Learning,75,44.5,66,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Saudi Arabia,King Abdulaziz University,2018,70.5,74.6,52400,Robotics Engineer,SolidWorks,Project Management,MATLAB,73,6.2,60,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Mexico,UNAM,2018,75.2,75.8,19200,Chemist,Experimental Design,Scientific Writing,Statistical Analysis,53,10.7,69,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Mexico,UNAM,2024,81.5,88.5,28900,Mechanical Engineer,Project Management,MATLAB,SolidWorks,66,74.3,65,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Argentina,University of Buenos Aires,2021,88.3,92.1,25500,Electrical Engineer,SolidWorks,Lean Six Sigma,MATLAB,62,53.4,55,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Australia,University of Melbourne,2015,75.7,77.1,75300,Environmental Scientist,Statistical Analysis,Laboratory Skills,Experimental Design,53,8.1,73,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
